t1,ID1,Y1,v1,a1,ID2,Y2,v2,a2,ID3,Y3,v3,a3,ID4,Y4,v4,a4,ID5,Y5,v5,a5,ID6,Y6,v6,a6,a4_IDM,a4_PERL,v4_PERL,Y4_PERL,a5_mpc_base2,v5_mpc_base2,Y5_mpc_base2,a5_mpc_base3,v5_mpc_base3,Y5_mpc_base3,v5_mpc_base2_field,v5_mpc_base2_field_smoothed,a5_mpc_base2_field_smoothed,Y5_mpc_base2_field_smoothed,v5_mpc_base3_field_smoothed,v5_mpc_base4_field_smoothed,a5_mpc_base3_field_smoothed,Y5_mpc_base3_field_smoothed,a5_mpc_base4_field_smoothed,Y5_mpc_base4_field_smoothed,a6_idm,v6_idm,Y6_idm,a6_mpc_base4,v6_mpc_base4,Y6_mpc_base4,a6_mpc_base3,v6_mpc_base3,Y6_mpc_base3,a6_mpc_base2,v6_mpc_base2,Y6_mpc_base2
8.9,1,133.2166,10.7796,0.0119,11,101.417,7.6832,0.9614,24,84.6864,5.8809,0.4989,44,71.3314,5.1177,-0.1372,55,60.6928,4.3061,-0.3294,54,49.7288,4.8822,0.0629,0.64847372,-0.078364432,5.380007563,72.45778032,-0.050015179,5.666434471,60.62815068,-0.056414596,5.488273334,62.8056464,5.25679866,5.25679866,0,61.26027879,5.395935873,5.198389786,-0.129038085,62.40862877,-0.146022185,60.59345562,-0.47312058,7.630639664,55.09629863,-0.119444984,5.388890581,51.78080796,-0.077996466,5.537432755,53.49680505,-0.119243483,5.449026351,52.34456867
9,1,134.2946,10.7812,0.0123,11,102.1902,7.78,0.967,24,85.2768,5.9281,0.3901,44,71.8425,5.105,-0.119,55,61.1217,4.273,-0.2958,54,50.2173,4.8878,0.0232,0.683452353,-0.05035007,5.374972556,72.99527758,-0.051504021,5.661432954,61.19429397,-0.056128282,5.482631874,63.35390959,5.25679866,5.25679866,0,61.78595866,5.383032064,5.183787568,-0.1410494,62.94693198,-0.146022185,61.11183437,-0.66844677,7.563794987,55.85602036,-0.121034847,5.376787096,52.31909184,-0.080338865,5.529398869,54.05014663,-0.112180884,5.437808262,52.88891041
9.1,1,135.3728,10.7825,0.0083,11,102.973,7.8772,0.9683,24,85.8718,5.9706,0.3245,44,72.3524,5.0933,-0.1186,55,61.5476,4.2433,-0.2661,54,50.7061,4.8872,-0.0456,0.717865923,-0.048481643,5.370124392,73.53229002,-0.05459253,5.656282551,61.75992223,-0.0589448,5.477019046,63.90161149,5.25679866,5.25679866,0,62.31163853,5.368927124,5.169185349,-0.152990909,63.48382469,0.02314651,61.62875291,-0.910165657,7.472778421,56.60784903,-0.122539215,5.364533175,52.85615785,-0.083252436,5.521073625,54.60267025,-0.105561434,5.427252119,53.43216342
9.2,1,136.4511,10.7827,-0.0082,11,103.7656,7.9738,0.9583,24,86.4704,6.0032,0.2244,44,72.8611,5.0794,-0.1838,55,61.9706,4.2166,-0.238,54,51.1944,4.8796,-0.1251,0.750266384,-0.046204925,5.365503899,74.06884041,-0.059838312,5.650823298,62.32500456,-0.067338605,5.471124566,64.44872395,5.25679866,5.25679866,0,62.83731839,5.353628033,5.1715,-0.160933265,64.0191875,0.02714651,62.14590291,-1.210787292,7.351699692,57.34907293,-0.123962819,5.352136893,53.39199136,-0.086702909,5.512403334,55.1543441,-0.099353823,5.417316737,53.97439187
9.3,1,137.5292,10.7804,-0.0497,11,104.5677,8.0687,0.9214,24,87.0718,6.0238,0.1217,44,73.368,5.0587,-0.2864,55,62.3911,4.1932,-0.1886,54,51.6817,4.8661,-0.1747,0.781111314,-0.120512843,5.353452615,74.60418567,-0.067716427,5.644839467,62.8894885,-0.082889775,5.464390705,64.99516302,5.25679866,5.25679866,-0.029204437,63.36299826,5.337534707,5.174214651,-0.162534915,64.55294097,0.02514651,62.66332437,-1.806907937,7.171008898,58.07520836,-0.056325404,5.346504353,53.92692342,-0.090660635,5.503337271,55.70513113,-0.09352937,5.4079638,54.51565589
9.4,1,138.6069,10.7743,-0.1096,11,105.3792,8.1603,0.8817,24,87.6747,6.0341,0.0689,44,73.8723,5.0282,-0.4063,55,62.8094,4.1735,-0.1534,54,52.1675,4.8501,-0.1802,0.812545596,-0.211726367,5.332279978,75.13741367,-0.078178237,5.638067825,63.45329529,-0.105600714,5.456101728,65.54077319,5.25679866,5.253878216,-0.058408874,63.88838608,5.321281215,5.176729302,-0.157239825,65.08506909,0.02514651,63.1809973,-2.327851273,6.938223771,58.78067,-0.054746542,5.341029698,54.46130012,-0.095090683,5.493828202,56.2549894,-0.089781493,5.39898565,55.05600337
9.5,1,139.6838,10.7634,-0.1713,11,106.1996,8.2477,0.8383,24,88.2784,6.0392,0.0451,44,74.3731,4.9881,-0.5042,55,63.226,4.158,-0.1157,54,52.6517,4.8347,-0.1627,0.846494777,-0.311502814,5.301129697,75.66752664,-0.090213737,5.630250001,64.01632029,-0.132678333,5.445541656,66.08532736,5.25679866,5.248037329,-0.087613311,64.41318981,5.305557233,5.179243953,-0.148417867,65.61562481,0.02514651,63.6989217,-2.944571136,6.643766657,59.45976952,-0.054961034,5.335533595,54.99512829,-0.099270312,5.483901171,56.80387587,-0.087979423,5.390187708,55.59546203
9.6,1,140.7594,10.7488,-0.1303,11,107.0285,8.3314,0.8099,24,88.8825,6.0445,0.0737,44,74.8696,4.9413,-0.4691,55,63.6412,4.1467,-0.0797,54,53.1345,4.8202,-0.16,0.88380506,-0.399530888,5.261176608,76.1936443,-0.101454866,5.621228627,64.57844315,-0.158709065,5.432273823,66.62855474,5.25679866,5.239275998,-0.116817748,64.93711741,5.290715446,5.181758604,-0.137902153,66.14469636,0.02514651,64.21709756,-3.642482928,6.279518364,60.10593377,-0.056867044,5.329846891,55.52839731,-0.102797715,5.4736214,57.351752,-0.088005566,5.381387152,56.13404078
9.7,1,141.8336,10.7336,-0.1186,11,107.8658,8.4139,0.8444,24,89.4874,6.0528,0.1141,44,75.3613,4.892,-0.4744,55,64.0555,4.1394,-0.0437,54,53.6157,4.8041,-0.1974,0.923819831,-0.34133476,5.227043132,76.71634861,-0.112119946,5.611083141,65.13955146,-0.181819692,5.416402916,67.17019503,5.25679866,5.227594223,-0.146022185,65.45987683,5.276925231,5.184273255,-0.125951765,66.67238888,0.02514651,64.73552488,-4.369397225,5.842578642,60.71203862,-0.060371904,5.3238097,56.06108014,-0.105601962,5.463061203,57.89858613,-0.089753653,5.372411786,56.67173072
9.8,1,142.9063,10.7218,-0.075,11,108.7114,8.4985,0.8843,24,90.0933,6.0643,0.1442,44,75.8481,4.8438,-0.4462,55,64.4693,4.1359,-0.0077,54,54.0951,4.7831,-0.2693,0.964718659,-0.405451834,5.186497948,77.23499841,-0.120184456,5.599871146,65.69953858,-0.197238741,5.398220947,67.71001713,5.25679866,5.212992005,-0.146022185,65.98117604,5.264330054,5.186787906,-0.112997575,67.19882188,0.02514651,65.25420368,-5.01846839,5.340731803,61.27120414,-0.065390903,5.31727061,56.59313416,-0.107620593,5.452299144,58.44435415,-0.093127186,5.363099068,57.20850627
9.9,1,143.9782,10.7157,-0.024,11,109.5657,8.5878,0.9399,24,90.7004,6.0784,0.1723,44,76.3302,4.8001,-0.3879,55,64.8828,4.1359,0.0283,54,54.572,4.7557,-0.3204,1.004573256,-0.351003289,5.151397619,77.75013817,-0.125451708,5.5878527,66.25832385,-0.203880092,5.378497073,68.24786683,5.25679866,5.198389786,-0.146022185,66.50101501,5.253030297,5.189302557,-0.099579685,67.72412491,-0.055149895,65.77313393,-5.440603015,4.796671501,61.77807431,-0.070132929,5.310257317,57.12451055,-0.108806716,5.441418472,58.98904003,-0.09631014,5.353468054,57.74433462
10,1,145.0497,10.714,-0.0077,11,110.4292,8.682,0.9831,24,91.3091,6.0956,0.2123,44,76.8084,4.7636,-0.323,55,65.2966,4.1394,0.0643,54,55.046,4.7235,-0.3548,1.041646253,-0.289114118,5.122486208,78.26238679,-0.128173035,5.575307529,66.8158546,-0.202686221,5.358109064,68.78367774,5.25679866,5.183787568,-0.146022185,67.01939377,5.243072328,5.183787568,-0.0861471,68.24843215,-0.146022185,66.29151269,-5.48486029,4.248185472,62.23031716,-0.074612169,5.3027961,57.65516322,-0.109147133,5.430503759,59.53263614,-0.099313032,5.343536751,58.27918486
10.1,1,146.1209,10.7111,-0.0716,11,111.3023,8.779,0.968,24,91.9197,6.1171,0.2692,44,77.2833,4.7343,-0.2582,55,65.7109,4.1467,0.0999,54,55.5166,4.6892,-0.3622,1.074974361,-0.22310853,5.100175355,78.77240432,-0.130379867,5.562490226,67.37210362,-0.197899996,5.337840442,69.31746178,5.25679866,5.169185349,-0.146022185,67.53631231,5.234457618,5.169185349,-0.096895311,68.77187791,-0.146022185,66.80843122,-5.101114101,3.738074062,62.62963013,-0.078842249,5.294911875,58.18504862,-0.108664769,5.419637282,60.07514319,-0.102145851,5.333322165,58.81302781
10.2,1,147.1915,10.7008,-0.2129,11,112.185,8.8764,0.9596,24,92.5328,6.1441,0.3185,44,77.7555,4.7091,-0.2427,55,66.1261,4.1575,0.1393,54,55.9837,4.6535,-0.3864,1.105055665,-0.154758453,5.084699509,79.28087428,-0.131546806,5.549452239,67.92704885,-0.190278908,5.318050442,69.84926683,5.25679866,5.154583131,-0.146022185,68.05177062,5.224768087,5.154583131,-0.108317522,69.29435472,-0.146022185,67.32388954,-4.391782047,3.298895858,62.98147863,-0.082836231,5.286628252,58.71412563,-0.1074128,5.408896002,60.61656986,-0.104818082,5.322840357,59.34583594
10.3,1,148.2606,10.6795,-0.3755,11,113.0775,8.9724,0.941,24,93.1488,6.1767,0.3773,44,78.2251,4.6833,-0.2704,55,66.5426,4.1718,0.1774,54,56.4471,4.6134,-0.4533,1.133636921,-0.157859683,5.068913541,79.78776563,-0.133435222,5.536297559,68.4806786,-0.184248088,5.299022551,70.37916908,5.198389786,5.139980912,-0.146022185,68.56576871,5.213936335,5.139980912,-0.120142793,69.81574835,-0.146022185,67.83788763,-3.548266831,2.944069174,63.29362688,-0.086606618,5.27796759,59.24235542,-0.105455958,5.398350406,61.15693218,-0.107338719,5.312106485,59.87758328
10.4,1,149.3269,10.6472,-0.382,11,113.9794,9.0663,0.9191,24,93.7684,6.2146,0.4307,44,78.692,4.6541,-0.305,55,66.9606,4.1894,0.211,54,56.906,4.5658,-0.5415,1.16269138,-0.170068264,5.051906715,80.2929563,-0.13614726,5.522954037,69.03297401,-0.180816196,5.280597742,70.90722886,5.139980912,5.125378694,-0.146022185,69.07830658,5.201922056,5.125378694,-0.107897175,70.33594056,-0.146022185,68.3504255,-2.73659751,2.670409423,63.57435081,-0.090165359,5.268951055,59.76970135,-0.107111675,5.387639239,61.69623166,-0.109716287,5.301134857,60.40824534
10.5,1,150.3896,10.6065,-0.4527,11,114.8906,9.1578,0.887,24,94.392,6.2573,0.4812,44,79.1558,4.6218,-0.3289,55,67.3806,4.2094,0.2087,54,57.3598,4.5104,-0.6184,1.193137178,-0.185923457,5.033314369,80.79628774,-0.139988479,5.509339311,69.58390794,-0.179961882,5.262516123,71.43348047,5.081572038,5.110776475,-0.146022185,69.58938423,5.191132338,5.110776475,-0.094919345,70.85505379,-0.146022185,68.86150314,-2.041965166,2.466212907,63.83118193,-0.093523859,5.259598669,60.29612884,-0.107990899,5.376840149,62.23445563,-0.111958855,5.289938971,60.93779904
10.6,1,151.4479,10.5606,-0.4864,11,115.8108,9.2464,0.8565,24,95.0201,6.3048,0.5219,44,79.6163,4.5884,-0.3264,55,67.8026,4.2307,0.2127,54,57.8078,4.4492,-0.6634,1.224546912,-0.213163495,5.011998019,81.29748754,-0.144087512,5.495340463,70.13344198,-0.179731089,5.244519935,71.95793246,5.023163164,5.096174257,-0.146022185,70.09900165,5.181640404,5.096174257,-0.081987901,71.37321783,-0.146022185,69.37112057,-1.482958694,2.317917038,64.07038842,-0.096692988,5.24992937,60.82160524,-0.108108999,5.366029249,62.7715991,-0.114074063,5.278531565,61.46622256
10.7,1,152.5016,10.513,-0.4878,11,116.7397,9.3319,0.8256,24,95.6532,6.3574,0.577,44,80.0735,4.5565,-0.2981,55,68.2267,4.2517,0.2027,54,58.2496,4.3857,-0.6066,1.25600308,-0.195190549,4.992478965,81.79673544,-0.147376251,5.480931711,70.68153515,-0.177674938,5.226546826,72.48058715,4.96475429,5.081572038,-0.146022185,70.60715886,5.173441614,5.081572038,-0.07347722,71.89056199,-0.146022185,69.87927777,-1.045346998,2.213382338,64.29695339,-0.099683096,5.23996106,61.34609976,-0.107434433,5.355285806,63.30766485,-0.116069133,5.266924652,61.99349537
10.8,1,153.5506,10.4663,-0.4381,11,117.677,9.4145,0.7986,24,96.2919,6.4153,0.6348,44,80.5278,4.5283,-0.2407,55,68.6529,4.2715,0.1909,54,58.685,4.3237,-0.5744,1.286559886,-0.187452197,4.973733745,82.29410881,-0.148821314,5.466194086,71.22815456,-0.171743174,5.208779332,73.00146508,4.96475429,5.06696982,-0.146022185,71.11385584,5.166093892,5.06696982,-0.069528888,72.40717138,-0.146022185,70.38597476,-0.705468699,2.142835468,64.51476428,-0.102504025,5.229710658,61.86958335,-0.105988763,5.34468693,63.84266349,-0.117950893,5.255129562,62.51959808
10.9,1,154.595,10.4221,-0.41,11,118.6225,9.4946,0.8028,24,96.9366,6.4787,0.6897,44,80.9794,4.5045,-0.1984,55,69.081,4.2909,0.192,54,59.1145,4.2665,-0.5171,1.315534023,-0.130123615,4.960721383,82.79018095,-0.14887816,5.451311955,71.77328576,-0.16244669,5.191605015,73.52062558,4.96475429,5.052367601,-0.146022185,71.6190926,5.159141003,5.052367601,-0.069528888,72.92308548,-0.146022185,70.89121152,-0.440735545,2.098761913,64.72684415,-0.105165129,5.219194145,62.39202859,-0.103927331,5.334294196,64.37661255,-0.119725792,5.243156983,63.04451241
11,1,155.6352,10.381,-0.3792,11,119.5759,9.5728,0.7879,24,97.5878,6.5472,0.744,44,81.4289,4.485,-0.1624,55,69.5111,4.3116,0.2134,54,59.5387,4.2157,-0.4511,1.342823344,-0.100869536,4.95063443,83.28524439,-0.146969539,5.436424139,72.31692817,-0.149742549,5.175360346,74.03816162,4.96475429,5.037765383,-0.146022185,72.12286914,5.152188114,5.037765383,-0.069528888,73.43830429,-0.146022185,71.39498805,-0.232792687,2.075482645,64.93555638,-0.107675283,5.208426616,62.91340963,-0.101989719,5.324095224,64.90953202,-0.12139992,5.231016991,63.56822111
11.1,1,156.6714,10.3431,-0.346,11,120.537,9.6505,0.7948,24,98.2463,6.6211,0.8046,44,81.8766,4.4687,-0.1382,55,69.9434,4.3344,0.2348,54,59.958,4.1708,-0.4193,1.368490635,-0.059091568,4.944725273,83.77971692,-0.143998783,5.421727185,72.85910089,-0.13571523,5.160386091,74.55420022,4.96475429,5.023163164,-0.146022185,72.62518545,5.145235225,5.023163164,-0.069528888,73.95282782,-0.146022185,71.89730437,-0.067661006,2.068716544,65.14276634,-0.110042909,5.197422326,63.43370207,-0.100168017,5.314078423,65.4414407,-0.122979026,5.218719088,64.09070791
11.2,1,157.704,10.309,-0.298,11,121.5061,9.7308,0.8383,24,98.9124,6.7017,0.8823,44,82.3227,4.4543,-0.1314,55,70.378,4.3577,0.2239,54,60.373,4.1288,-0.4111,1.392981453,-0.030811191,4.941644154,84.27388134,-0.140245606,5.407327307,73.39983362,-0.121434555,5.146814568,75.06888168,4.96475429,5.008560946,-0.146022185,73.12604155,5.138282336,5.008560946,-0.069528888,74.46665605,-0.146022185,72.39816046,0.065032563,2.0752198,65.34996316,-0.112275987,5.186194727,63.95288293,-0.098454869,5.304232936,65.97235627,-0.124468535,5.206272235,64.61195748
11.3,1,158.7334,10.2791,-0.2573,11,122.4835,9.8169,0.9157,24,99.587,6.7904,0.9768,44,82.7675,4.4404,-0.1313,55,70.8148,4.3773,-0.1714,54,60.7837,4.0864,-0.4269,1.416813347,-0.021683931,4.939475761,84.76782891,-0.13664742,5.393302746,73.9391639,-0.106040803,5.134671112,75.58234879,4.96475429,4.993958727,-0.116817748,73.62543742,5.131329448,4.993958727,-0.069528888,74.97978899,-0.116817748,72.89755634,0.172927419,2.092512542,65.55834977,-0.114382076,5.174756519,64.47093049,-0.096843423,5.294548594,66.50229534,-0.125873561,5.193684879,65.13195534
11.4,1,159.76,10.2535,-0.2177,11,123.4699,9.9109,0.9988,24,100.2709,6.888,1.0253,44,83.2108,4.4267,-0.1286,55,71.2531,4.3886,-0.0639,54,61.1902,4.0433,-0.4251,1.440461539,-0.020914793,4.937384281,85.26156734,-0.132570949,5.379638004,74.4771277,-0.088780411,5.124067032,76.0947555,4.96475429,4.982276952,-0.087613311,74.12366512,5.124376559,4.982276952,-0.041557144,75.49222665,-0.087613311,73.39578403,0.26104688,2.11861723,65.76890626,-0.114617343,5.163294785,64.98783305,-0.095327302,5.285015863,67.03127357,-0.125441902,5.181140689,65.65069661
11.5,1,160.7843,10.2318,-0.1846,11,124.466,10.0119,1.0592,24,100.9649,6.9924,1.0785,44,83.6529,4.414,-0.1114,55,71.692,4.3895,0.0434,54,61.5925,4.0025,-0.3683,1.464000079,-0.017399669,4.935644314,85.75513177,-0.128006156,5.366380909,75.01376579,-0.069477896,5.115188991,76.60627439,4.96475429,4.973515621,-0.058408874,74.62101668,5.120220844,4.973515621,0.016653861,76.00424873,-0.058408874,73.89313559,0.333782981,2.151995528,65.9824369,-0.11309064,5.151985721,65.50359708,-0.093900557,5.275625808,67.55930565,-0.123282392,5.168812449,66.16819427
11.6,1,161.8065,10.2133,-0.1448,11,125.4725,10.1169,1.0813,24,101.6696,7.1002,1.0941,44,84.0938,4.4041,0.2844,55,72.1305,4.382,0.1153,54,61.991,3.9673,-0.3048,1.486927769,-0.001724482,4.935471866,86.24867896,-0.117276876,5.353580294,75.54912382,-0.042819246,5.108241201,77.11709851,4.96475429,4.967674734,-0.029204437,75.11778415,5.12188623,4.967674734,0.00802563,76.51643736,-0.029204437,74.38990307,0.394397025,2.191435231,66.19960844,-0.109907718,5.140994949,66.01824611,-0.092557644,5.266370043,68.08640544,-0.119500378,5.156862412,66.68447801
11.7,1,162.827,10.1973,-0.1235,11,126.4894,10.2224,1.0299,24,102.385,7.2087,1.0915,44,84.5339,4.3983,0.1174,55,72.5681,4.3697,-0.1285,54,62.3862,3.9376,-0.2611,1.508521737,0.470046878,4.982476554,86.74692661,-0.112136516,5.341852606,76.08330908,-0.026334034,5.103959277,77.62749444,4.96475429,4.96475429,0,75.61425958,5.122688793,4.96475429,0.062407702,77.02870624,0,74.8863785,0.445339817,2.235969213,66.42097866,-0.105170672,5.130477882,66.53181976,-0.086329165,5.257737127,68.6126108,-0.114197251,5.145442687,67.19959327
11.8,1,163.8461,10.1844,-0.0952,11,127.5168,10.3258,0.9995,24,103.1113,7.3169,1.0576,44,84.9737,4.3976,-0.0677,55,73.0044,4.3563,-0.1245,54,62.7786,3.9106,-0.2545,1.528345557,0.03221488,4.985698042,87.24549642,-0.106631205,5.330638954,76.61637297,-0.011891935,5.101325873,78.13762703,4.96475429,4.96475429,0,76.11073501,5.128929564,4.96475429,0.086573933,77.54159919,0,75.38285393,0.48847519,2.284816732,66.64701796,-0.098977557,5.120580126,67.04437266,-0.080475889,5.249689538,69.13798213,-0.107470121,5.134695674,67.71360019
11.9,1,164.8641,10.1754,-0.0564,11,128.5544,10.4258,0.963,24,103.8484,7.4244,1.0462,44,85.4137,4.4022,-0.255,55,73.4394,4.344,-0.1094,54,63.1683,3.8837,-0.227,1.546275948,0.029819846,4.988680027,87.74436442,-0.102737944,5.319975834,77.14837056,-0.001053838,5.10013668,78.6476407,4.96475429,4.96475429,0,76.60721044,5.137586957,4.96475429,-0.043204931,78.05535789,0,75.87932935,0.525756003,2.337392332,66.87812841,-0.093160251,5.111264101,67.55596487,-0.070759142,5.242613624,69.66259729,-0.101154255,5.124580249,68.22656398
12,1,165.8815,10.1713,-0.0194,11,129.6018,10.5219,0.9255,24,104.596,7.5292,1.007,44,85.8544,4.412,0.1259,55,73.8733,4.3333,-0.0932,54,63.5554,3.8578,-0.2056,1.562409773,-0.135629773,4.975117049,88.24187612,-0.091788501,5.30970204,77.67934076,0.01897241,5.100031296,79.15764383,4.96475429,4.96475429,0,77.10368587,5.133266464,4.96475429,0.002354721,78.56868454,0,76.37580478,0.558191467,2.393211479,67.1146586,-0.087693606,5.102494741,68.06665281,-0.061588532,5.23645477,70.18655071,-0.095221651,5.115058084,68.7385459
12.1,1,166.8986,10.172,0.0369,11,130.6586,10.6142,0.7015,24,105.354,7.629,0.9459,44,86.2963,4.4258,0.1604,55,74.3062,4.3241,-0.0888,54,63.9401,3.8367,-0.1465,1.576760533,0.397598147,5.014876864,88.74336381,-0.090028931,5.300523189,78.20939308,0.025574628,5.101928537,79.66783668,4.96475429,4.96475429,0,77.6001613,5.133501936,4.96475429,0.016355852,79.08203473,0,76.87228021,0.586584896,2.451869968,67.35691267,-0.08255447,5.094239293,68.57648951,-0.052968196,5.231157951,70.70993135,-0.089646585,5.106093425,69.24960348
12.2,1,167.916,10.1761,0.069,11,131.7244,10.7024,0.6682,24,106.1215,7.7226,0.9077,44,86.7397,4.442,0.1733,55,74.7382,4.3159,-0.0833,54,64.3232,3.8237,-0.0712,1.589493658,0.10992229,5.025869093,89.24595072,-0.08065538,5.291520296,78.73854511,0.045412584,5.104486,80.17828528,4.96475429,4.96475429,0,78.09663672,5.135137521,4.96475429,0.030305318,79.59554848,0,77.36875564,0.611581266,2.513028095,67.60515758,-0.077721496,5.086467144,69.08552483,-0.044938289,5.226664122,71.23282245,-0.084405391,5.097652886,69.75979079
12.3,1,168.9339,10.1818,0.0791,11,132.7957,10.7228,0.6305,24,106.8982,7.8112,0.8684,44,87.1847,4.4586,0.171,55,75.1693,4.3076,-0.0904,54,64.7053,3.8186,-0.0172,1.600872154,0.173493385,5.043218432,89.75027256,-0.069632126,5.283454758,79.26689058,0.067445401,5.109027258,80.68918801,4.96475429,4.96475429,0,78.59311215,5.138168053,4.96475429,0.044254783,80.10936529,0,77.86523107,0.633702693,2.576398364,67.8596289,-0.073174968,5.079149647,69.59380567,-0.037484896,5.222915632,71.75530144,-0.079476254,5.089705261,70.2691587
12.4,1,169.9524,10.1878,0.0517,11,133.8719,10.8008,0.5876,24,107.6837,7.8977,0.8627,44,87.6314,4.475,0.1816,55,75.5996,4.2981,-0.1075,54,65.0871,3.8184,0.0124,1.611352223,0.223687291,5.065587161,90.25683128,-0.054848671,5.276491546,79.79453974,0.093220506,5.115771798,81.20076519,4.96475429,4.96475429,0.029204437,79.08958758,5.142593531,4.96475429,0.058204249,80.62362464,0.029204437,78.3617065,0.653375143,2.641735878,68.12053561,-0.068896649,5.072259982,70.10137615,-0.0304715,5.219868482,72.27744064,-0.074839036,5.082221357,70.77775503
12.5,1,170.9715,10.1936,0.047,11,134.9556,10.873,0.6569,24,108.4778,7.985,0.8869,44,88.0797,4.4919,0.195,55,76.0289,4.2871,-0.1004,54,65.469,3.819,0.0002,1.621253635,0.285469174,5.094134078,90.76624469,-0.046395118,5.271006679,80.32164041,0.10775268,5.125093849,81.71327457,4.96475429,4.967674734,0.058408874,79.58635506,5.148413956,4.967674734,0.069610828,81.13846603,0.058408874,78.85847397,0.670461182,2.708781996,68.38806151,-0.063148402,5.065945142,70.60828641,-0.023869628,5.217481519,72.79930815,-0.068750645,5.075346293,71.28563341
12.6,1,171.9911,10.1985,0.0384,11,136.0462,10.9393,0.5992,24,109.2808,8.0751,0.9115,44,88.5299,4.5113,0.2367,55,76.457,4.2754,-0.0996,54,65.8508,3.8179,-0.0247,1.630702095,0.246143341,5.118748412,91.27811953,-0.032152844,5.266367167,80.84827712,0.131717214,5.135869117,82.22686148,4.96475429,4.973515621,0.087613311,80.08370662,5.155375039,4.973515621,0.088560743,81.65400354,0.087613311,79.35582554,0.685310557,2.777313052,68.66236626,-0.056023117,5.06034283,71.11460081,-0.017653038,5.215716216,73.32096803,-0.061303514,5.069215941,71.79286152
12.7,1,173.0111,10.2022,0.0252,11,137.1431,10.9994,0.5403,24,110.093,8.1681,0.9357,44,88.9822,4.5356,0.3071,55,76.884,4.2649,-0.0806,54,66.2325,3.8157,-0.0276,1.639609612,0.303243995,5.149072812,91.79302681,-0.017150725,5.263151882,81.37459231,0.157032917,5.149040838,82.74176557,4.96475429,4.982276952,0.116817748,80.58193431,5.164231113,4.982276952,0.112883215,82.17042665,0.116817748,79.85405323,0.698209418,2.847133994,68.94358861,-0.047609684,5.055581862,71.62039704,-0.011797497,5.214536466,73.84248067,-0.052585967,5.063957344,72.29952019
12.8,1,174.0314,10.2041,0.0118,11,138.2458,11.0532,0.4802,24,110.9145,8.2632,0.9544,44,89.4374,4.5671,0.3746,55,77.3102,4.2575,-0.0468,54,66.6141,3.8159,0.0318,1.647759366,0.334423423,5.182515154,92.31127833,-0.000486106,5.26143681,81.90073599,0.185923232,5.16474413,83.25823998,4.96475429,4.993958727,0.146022185,81.08133019,5.175519435,4.993958727,0.145097106,82.68797859,0.146022185,80.3534491,0.709393393,2.918073333,69.23184898,-0.037992895,5.051782572,72.12576526,-0.006280592,5.213908407,74.36390291,-0.04268215,5.059689129,72.80570251
12.9,1,175.0518,10.2036,-0.0247,11,139.3535,11.1007,0.3876,24,111.7454,8.3546,0.9715,44,89.896,4.6064,0.4591,55,77.7357,4.2544,-0.0091,54,66.996,3.8217,0.1257,1.654927016,0.429507256,5.22546588,92.83382491,0.016790041,5.261388199,82.42687481,0.216975252,5.183336453,83.77657363,4.96475429,5.008560946,0.146022185,81.58218628,5.190029145,5.008560946,0.172571182,83.20698151,0.146022185,80.8543052,0.719057637,2.989979097,69.5272516,-0.027253414,5.049057231,72.63080725,0.017883125,5.215696719,74.88538317,-0.031672026,5.056521927,73.31151306
13,1,176.072,10.2004,-0.0655,11,140.4656,11.1417,0.3301,24,112.5858,8.4525,0.9492,44,90.359,4.6532,0.5319,55,78.1613,4.2561,0.0552,54,67.3788,3.8338,0.1962,1.660825556,0.459633112,5.271429191,93.36096783,0.037074999,5.263067204,82.95318153,0.253248704,5.205033978,84.29707702,4.96475429,5.023163164,0.146022185,82.0845026,5.207286264,5.023163164,0.197514546,83.72771013,0.146022185,81.35662151,0.727854714,3.062764568,69.82988878,-0.017157338,5.047341497,73.13562719,0.040496564,5.219746376,75.40715532,-0.021323417,5.054389585,73.81705864
13.1,1,177.0917,10.1943,-0.1041,11,141.5814,11.1757,0.2656,24,113.4358,8.5487,0.916,44,90.827,4.7057,0.5819,55,78.5872,4.2626,0.1154,54,67.7629,3.8483,0.08,1.666133469,0.588565826,5.330285773,93.89399641,0.057262383,5.266774703,83.479859,0.28859329,5.230358849,84.82011291,4.96475429,5.037765383,0.146022185,82.58827914,5.227037718,5.037765383,0.22000289,84.25041391,0.146022185,81.86039805,0.735879928,3.136352561,70.13984464,-0.007661364,5.046575361,73.64032303,0.061682939,5.22591467,75.92943837,-0.011591446,5.053230441,74.32243964
13.2,1,178.1107,10.1858,-0.1011,11,142.7003,11.2016,0.1874,24,114.2953,8.6397,0.8469,44,91.3003,4.7618,0.5826,55,79.014,4.2733,0.1653,54,68.1483,3.86,0.0494,1.670637921,0.591215611,5.389407335,94.43293714,0.077614032,5.272500942,84.0071091,0.322330076,5.259218178,85.34603473,4.96475429,5.052367601,0.146022185,83.0935159,5.249038007,5.052367601,0.242581228,84.77531771,0.146022185,82.36563481,0.74321544,3.210674105,70.45719597,0.001274114,5.046702772,74.14498694,0.076915908,5.23360626,76.45241442,-0.002435105,5.05298693,74.82775051
